Company,Role,Job Type,Eligible Branches,Minimum CGPA,Location,CTC (LPA),Stipend (Monthly INR),Required Skills,Selection Process
Incedo,Backend Engineer,FTE,"COE,COPC",7.5,Gurugram,45.74,50000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
IBM,Backend Engineer,Intern+FTE,"COE,COPC,ECE",9.0,Chennai,29.71,30000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
SAP,Cybersecurity Analyst,Intern+FTE,"COE,COPC,ECE",9.0,Noida,40.17,40000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Adobe,Cybersecurity Analyst,Intern+FTE,"COE,COPC,ECE,ENC",8.5,Gurugram,24.94,60000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
PhonePe,Cybersecurity Analyst,Intern,"COE,COPC,ECE",9.0,Mumbai,20.44,125000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Adobe,Data Scientist,Intern+FTE,"COE,COPC,ECE",6.5,Chennai,52.82,40000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Morgan Stanley,QA Engineer,FTE,"COE,COPC,ECE,EIC,EEC",7.5,Mumbai,27.21,40000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
EPAM,Backend Engineer,Intern+Performance Based Chance of FTE,B.E. All Branches,8.5,Gurugram,40.22,30000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
AMD,AI/ML Engineer,FTE,B.E. All Branches,6.0,Hyderabad,30.55,100000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Dell,Cloud Engineer,Intern,B.E. All Branches,7.5,Noida,40.28,70000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Incedo,Full Stack Developer,FTE,"COE,COPC,ECE,ENC",8.0,Pune,32.71,70000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
NVIDIA,Cloud Engineer,Intern,"COE,COPC",8.5,Remote,83.12,25000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Google,Backend Engineer,Intern,"COE,COPC,COBS",6.5,Pune,35.27,100000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Intel,Data Scientist,Intern,"COE,COPC,ECE,EIC,EEC",7.0,Gurugram,14.58,60000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Oracle,AI/ML Engineer,Intern,"COE,COPC,COBS",8.5,Gurugram,41.88,40000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Dell,Embedded Engineer,Intern,"COE,COPC,ECE,EIC,EEC",6.0,Bengaluru,46.78,80000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
American Express,Cloud Engineer,Intern+FTE,B.E. All Branches,8.5,Remote,10.21,150000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Microsoft,Software Development Engineer,Intern+FTE,"COE,COPC,COBS",6.0,Noida,78.11,80000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Deloitte,Backend Engineer,Intern,"COE,COPC,ECE,ENC",7.0,Gurugram,45.46,30000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Uber,Business Analyst,Intern+FTE,"COE,COPC",8.0,Bengaluru,73.96,40000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
Expedia,QA Engineer,Intern+FTE,"COE,COPC,ECE,EIC,EEC",8.5,Pune,14.86,70000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Optum,Cybersecurity Analyst,Intern,"COE,COPC",6.5,Hyderabad,43.07,50000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Apple,Embedded Engineer,Intern+FTE,"COE,COPC,ECE",7.0,Hyderabad,87.61,70000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Morgan Stanley,DevOps Engineer,FTE,"COE,COPC,ECE,EIC,EEC",6.0,Gurugram,38.45,150000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
American Express,DevOps Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,ENC",8.5,Bengaluru,38.77,50000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Morgan Stanley,Cloud Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,EIC,EEC",8.0,Hyderabad,26.84,50000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Cognizant,Software Development Engineer,Intern+FTE,"COE,COPC,COBS",9.0,Mumbai,59.29,70000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Accenture,DevOps Engineer,Intern,"COE,COPC",8.0,Hyderabad,42.88,100000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Microsoft,Data Scientist,FTE,"COE,COPC,ECE,EIC,EEC",8.5,Mumbai,84.97,80000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Incedo,Embedded Engineer,Intern+FTE,"COE,COPC,ECE,ENC",6.0,Gurugram,27.72,125000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Oracle,DevOps Engineer,FTE,"COE,COPC,COBS",8.0,Hyderabad,55.73,40000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Paytm,Embedded Engineer,Intern,"COE,COPC,ECE",6.0,Mumbai,29.62,50000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Meesho,Cloud Engineer,FTE,"COE,COPC,ECE,EIC,EEC",8.5,Pune,39.06,25000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Meesho,Software Development Engineer,Intern+FTE,"COE,COPC,COBS",7.0,Gurugram,44.23,25000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Walmart Global Tech,AI/ML Engineer,Intern,"COE,COPC",7.0,Mumbai,12.85,60000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Razorpay,DevOps Engineer,Intern,"COE,COPC,COBS",7.5,Chennai,9.45,150000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Adobe,Cloud Engineer,FTE,"COE,COPC,ECE",7.0,Hyderabad,52.41,40000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
NVIDIA,QA Engineer,Intern,"COE,COPC",9.0,Bengaluru,39.85,125000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Morgan Stanley,Software Development Engineer,Intern+FTE,"COE,COPC,ECE",9.0,Bengaluru,31.48,80000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Samsung R&D,Embedded Engineer,Intern+FTE,"COE,COPC,ECE,ENC",6.5,Mumbai,46.0,80000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Dell,AI/ML Engineer,FTE,"COE,COPC",8.0,Bengaluru,20.65,30000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Nutanix,Full Stack Developer,Intern+Performance Based Chance of FTE,"COE,COPC",7.5,Gurugram,49.43,25000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
BrowserStack,Data Scientist,Intern+Performance Based Chance of FTE,"COE,COPC",7.0,Noida,23.67,125000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
PhonePe,Cybersecurity Analyst,Intern+FTE,"COE,COPC,COBS",7.0,Remote,48.36,150000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
BrowserStack,Full Stack Developer,Intern+FTE,"COE,COPC,ECE",6.0,Mumbai,45.55,125000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Google,Full Stack Developer,FTE,"COE,COPC",9.0,Mumbai,66.34,25000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
HCLTech,Embedded Engineer,Intern+FTE,"COE,COPC,COBS",7.5,Bengaluru,22.61,50000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Flipkart,Embedded Engineer,Intern+FTE,B.E. All Branches,7.5,Chennai,21.11,25000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Infosys,Embedded Engineer,Intern+FTE,"COE,COPC,ECE,EIC,EEC",9.0,Mumbai,10.58,30000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Atlassian,Cybersecurity Analyst,Intern+FTE,"COE,COPC,ECE,ENC",7.0,Chennai,53.27,40000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
ZS Associates,Embedded Engineer,FTE,"COE,COPC,COBS",7.0,Noida,50.92,70000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Atlassian,Full Stack Developer,Intern+FTE,"COE,COPC",6.5,Remote,75.06,30000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Infosys,AI/ML Engineer,FTE,"COE,COPC,ECE",7.5,Gurugram,27.95,125000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Infosys,Data Scientist,Intern+FTE,"COE,COPC,ECE,EIC,EEC",7.0,Bengaluru,52.03,30000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
American Express,AI/ML Engineer,FTE,"COE,COPC,COBS",8.0,Bengaluru,14.01,50000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Siemens,Data Scientist,Intern,"COE,COPC,COBS",9.0,Remote,20.05,40000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Samsung R&D,Embedded Engineer,Intern+Performance Based Chance of FTE,"COE,COPC",9.0,Pune,35.71,30000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Meesho,Software Development Engineer,Intern+FTE,"COE,COPC,ECE",9.0,Mumbai,9.33,50000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Accenture,QA Engineer,FTE,"COE,COPC",6.0,Hyderabad,40.04,30000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
JP Morgan Chase,QA Engineer,Intern,"COE,COPC,ECE,ENC",6.0,Bengaluru,29.95,40000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Infosys,Software Development Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,EIC,EEC",7.5,Remote,15.07,150000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Google,Business Analyst,Intern+FTE,"COE,COPC,ECE,ENC",7.0,Remote,36.23,50000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
Flipkart,Software Development Engineer,Intern+FTE,"COE,COPC,ECE,EIC,EEC",7.0,Remote,39.16,150000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Optum,DevOps Engineer,FTE,"COE,COPC,COBS",6.5,Mumbai,31.87,30000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
JP Morgan Chase,QA Engineer,Intern+FTE,"COE,COPC,ECE,EIC,EEC",9.0,Bengaluru,53.77,125000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Deloitte,Embedded Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,ENC",8.0,Chennai,25.39,125000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Deloitte,Data Scientist,Intern+FTE,"COE,COPC",9.0,Gurugram,15.71,70000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Adobe,Cloud Engineer,Intern+FTE,"COE,COPC,ECE",6.0,Noida,34.59,150000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Qualcomm,Full Stack Developer,Intern+FTE,B.E. All Branches,9.0,Mumbai,20.39,25000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
IBM,Frontend Engineer,FTE,"COE,COPC,ECE,EIC,EEC",8.5,Chennai,15.51,150000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
Apple,Software Development Engineer,Intern+FTE,B.E. All Branches,6.5,Remote,47.86,150000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Maq Software,Data Scientist,Intern,"COE,COPC",6.5,Noida,15.48,25000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Google,DevOps Engineer,Intern+FTE,"COE,COPC,ECE",7.0,Pune,46.56,150000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Swiggy,Software Development Engineer,Intern+FTE,"COE,COPC",9.0,Chennai,7.18,150000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Atlassian,AI/ML Engineer,Intern,"COE,COPC,ECE,ENC",7.0,Chennai,68.04,150000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Uber,Frontend Engineer,FTE,"COE,COPC,ECE",8.5,Chennai,53.4,100000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
Goldman Sachs,QA Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,ENC",8.5,Gurugram,37.8,40000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Uber,Frontend Engineer,Intern+Performance Based Chance of FTE,B.E. All Branches,6.0,Pune,86.67,150000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
Booking Holdings,AI/ML Engineer,Intern+FTE,"COE,COPC,ECE,EIC,EEC",8.0,Hyderabad,55.74,150000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Wipro,Frontend Engineer,Intern+FTE,"COE,COPC,ECE,ENC",7.0,Pune,23.88,30000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
Cisco,Backend Engineer,Intern+Performance Based Chance of FTE,"COE,COPC",7.0,Noida,50.37,70000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Morgan Stanley,Embedded Engineer,Intern,"COE,COPC,ECE,EIC,EEC",6.0,Bengaluru,9.66,60000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Deloitte,Cloud Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,COBS",7.5,Chennai,45.56,40000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Maq Software,Business Analyst,Intern+FTE,"COE,COPC,ECE",7.5,Hyderabad,11.48,100000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
Amazon,Data Scientist,Intern,"COE,COPC",7.0,Pune,7.08,60000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Deloitte,Frontend Engineer,Intern,"COE,COPC,ECE,ENC",8.0,Remote,45.53,125000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
SAP,Software Development Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE",6.0,Hyderabad,29.29,40000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Zomato,Full Stack Developer,FTE,"COE,COPC,ECE,EIC,EEC",7.0,Gurugram,58.62,80000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Morgan Stanley,Backend Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE",6.0,Chennai,8.68,150000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Microsoft,Business Analyst,Intern+Performance Based Chance of FTE,"COE,COPC,ECE",6.0,Bengaluru,78.55,150000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
American Express,Frontend Engineer,Intern+Performance Based Chance of FTE,"COE,COPC",7.0,Mumbai,40.46,30000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
TCS,Cloud Engineer,Intern,"COE,COPC,ECE,EIC,EEC",8.0,Mumbai,54.32,60000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Nutanix,AI/ML Engineer,Intern+FTE,"COE,COPC,COBS",6.0,Gurugram,53.82,70000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
EPAM,Cloud Engineer,Intern,"COE,COPC,ECE",9.0,Hyderabad,20.22,60000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Oracle,QA Engineer,Intern+Performance Based Chance of FTE,B.E. All Branches,6.5,Bengaluru,24.56,125000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
